rho,precision,recall,f1,tpr,fpr,youden_j
0.24000000000000002,0.5,1.0,0.6666666666666666,0.999999999999,0.999999999999,0.0
0.24500000000000002,0.5,1.0,0.6666666666666666,0.999999999999,0.999999999999,0.0
0.25000000000000006,0.5,1.0,0.6666666666666666,0.999999999999,0.999999999999,0.0
0.25500000000000006,0.5,1.0,0.6666666666666666,0.999999999999,0.999999999999,0.0
0.26000000000000006,0.5,1.0,0.6666666666666666,0.999999999999,0.999999999999,0.0
0.26500000000000007,0.5050505050505051,1.0,0.6711409395973155,0.999999999999,0.97999999999902,0.019999999999980034
0.2700000000000001,0.5050505050505051,1.0,0.6711409395973155,0.999999999999,0.97999999999902,0.019999999999980034
0.2750000000000001,0.5050505050505051,1.0,0.6711409395973155,0.999999999999,0.97999999999902,0.019999999999980034
0.2800000000000001,0.5050505050505051,1.0,0.6711409395973155,0.999999999999,0.97999999999902,0.019999999999980034
0.2850000000000001,0.5050505050505051,1.0,0.6711409395973155,0.999999999999,0.97999999999902,0.019999999999980034
0.2900000000000001,0.5050505050505051,1.0,0.6711409395973155,0.999999999999,0.97999999999902,0.019999999999980034
0.2950000000000001,0.5076142131979695,1.0,0.6734006734006734,0.999999999999,0.96999999999903,0.02999999999997005
0.30000000000000004,0.5128205128205128,1.0,0.6779661016949152,0.999999999999,0.9499999999990499,0.049999999999950084
0.30500000000000005,0.5128205128205128,1.0,0.6779661016949152,0.999999999999,0.9499999999990499,0.049999999999950084
0.31000000000000005,0.5181347150259067,1.0,0.6825938566552902,0.999999999999,0.92999999999907,0.06999999999993001
0.31500000000000006,0.5181347150259067,1.0,0.6825938566552902,0.999999999999,0.92999999999907,0.06999999999993001
0.32000000000000006,0.5263157894736842,1.0,0.6896551724137931,0.999999999999,0.8999999999991,0.09999999999990006
0.32500000000000007,0.5319148936170213,1.0,0.6944444444444444,0.999999999999,0.8799999999991199,0.11999999999988009
0.33000000000000007,0.5319148936170213,1.0,0.6944444444444444,0.999999999999,0.8799999999991199,0.11999999999988009
0.3350000000000001,0.5319148936170213,1.0,0.6944444444444444,0.999999999999,0.8799999999991199,0.11999999999988009
0.3400000000000001,0.5319148936170213,1.0,0.6944444444444444,0.999999999999,0.8799999999991199,0.11999999999988009
0.3450000000000001,0.5319148936170213,1.0,0.6944444444444444,0.999999999999,0.8799999999991199,0.11999999999988009
0.3500000000000001,0.5347593582887701,1.0,0.6968641114982579,0.999999999999,0.86999999999913,0.12999999999987
0.3550000000000001,0.5347593582887701,1.0,0.6968641114982579,0.999999999999,0.86999999999913,0.12999999999987
0.3600000000000001,0.5376344086021505,1.0,0.6993006993006993,0.999999999999,0.85999999999914,0.13999999999986001
0.3650000000000001,0.5376344086021505,1.0,0.6993006993006993,0.999999999999,0.85999999999914,0.13999999999986001
0.3700000000000001,0.5494505494505495,1.0,0.7092198581560284,0.999999999999,0.8199999999991799,0.17999999999982008
0.3750000000000001,0.5681818181818182,1.0,0.7246376811594203,0.999999999999,0.75999999999924,0.23999999999976007
0.3800000000000001,0.5714285714285714,1.0,0.7272727272727273,0.999999999999,0.7499999999992499,0.2499999999997501
0.38500000000000006,0.5813953488372093,1.0,0.7352941176470589,0.999999999999,0.71999999999928,0.27999999999972003
0.39000000000000007,0.591715976331361,1.0,0.7434944237918215,0.999999999999,0.6899999999993099,0.3099999999996901
0.3950000000000001,0.6060606060606061,1.0,0.7547169811320755,0.999999999999,0.64999999999935,0.34999999999965004
0.4000000000000001,0.6134969325153374,1.0,0.7604562737642585,0.999999999999,0.62999999999937,0.36999999999963007
0.4050000000000001,0.6211180124223602,1.0,0.7662835249042146,0.999999999999,0.60999999999939,0.38999999999961
0.4100000000000001,0.6289308176100629,1.0,0.7722007722007722,0.999999999999,0.58999999999941,0.40999999999959
0.4150000000000001,0.6369426751592356,1.0,0.7782101167315175,0.999999999999,0.56999999999943,0.42999999999957006
0.4200000000000001,0.6493506493506493,1.0,0.7874015748031497,0.999999999999,0.53999999999946,0.45999999999954
0.4250000000000001,0.6535947712418301,1.0,0.7905138339920948,0.999999999999,0.52999999999947,0.46999999999953
0.4300000000000001,0.6578947368421053,1.0,0.7936507936507936,0.999999999999,0.51999999999948,0.47999999999952003
0.4350000000000001,0.6578947368421053,1.0,0.7936507936507936,0.999999999999,0.51999999999948,0.47999999999952003
0.4400000000000001,0.6622516556291391,1.0,0.796812749003984,0.999999999999,0.50999999999949,0.48999999999951005
0.4450000000000001,0.6622516556291391,1.0,0.796812749003984,0.999999999999,0.50999999999949,0.48999999999951005
0.4500000000000001,0.6666666666666666,1.0,0.8,0.999999999999,0.4999999999995,0.4999999999995
0.4550000000000001,0.6756756756756757,1.0,0.8064516129032258,0.999999999999,0.47999999999952,0.51999999999948
0.4600000000000001,0.6896551724137931,1.0,0.8163265306122449,0.999999999999,0.44999999999955,0.54999999999945
0.4650000000000001,0.6896551724137931,1.0,0.8163265306122449,0.999999999999,0.44999999999955,0.54999999999945
0.4700000000000001,0.6944444444444444,1.0,0.819672131147541,0.999999999999,0.43999999999955997,0.5599999999994401
0.4750000000000001,0.704225352112676,1.0,0.8264462809917356,0.999999999999,0.41999999999958,0.5799999999994201
0.4800000000000001,0.7194244604316546,1.0,0.8368200836820083,0.999999999999,0.38999999999961,0.60999999999939
0.4850000000000001,0.7299270072992701,1.0,0.8438818565400844,0.999999999999,0.36999999999963,0.62999999999937
0.4900000000000001,0.7518796992481203,1.0,0.8583690987124464,0.999999999999,0.32999999999967,0.66999999999933
0.4950000000000001,0.7575757575757576,1.0,0.8620689655172413,0.999999999999,0.31999999999968,0.67999999999932
0.5000000000000001,0.7633587786259542,1.0,0.8658008658008658,0.999999999999,0.30999999999968997,0.68999999999931
0.5050000000000001,0.7692307692307693,1.0,0.8695652173913043,0.999999999999,0.2999999999997,0.6999999999993001
0.5100000000000001,0.78125,1.0,0.8771929824561403,0.999999999999,0.27999999999972,0.7199999999992801
0.5150000000000001,0.8064516129032258,1.0,0.8928571428571429,0.999999999999,0.23999999999976,0.7599999999992401
0.5200000000000001,0.8130081300813008,1.0,0.8968609865470852,0.999999999999,0.22999999999977,0.76999999999923
0.5250000000000001,0.8130081300813008,1.0,0.8968609865470852,0.999999999999,0.22999999999977,0.76999999999923
0.5300000000000001,0.8264462809917356,1.0,0.9049773755656109,0.999999999999,0.20999999999979,0.78999999999921
0.5350000000000001,0.8333333333333334,1.0,0.9090909090909091,0.999999999999,0.1999999999998,0.7999999999992
0.5400000000000001,0.8403361344537815,1.0,0.91324200913242,0.999999999999,0.18999999999981,0.80999999999919
0.5450000000000002,0.8403361344537815,1.0,0.91324200913242,0.999999999999,0.18999999999981,0.80999999999919
0.5500000000000002,0.8547008547008547,1.0,0.9216589861751152,0.999999999999,0.16999999999983,0.8299999999991701
0.5550000000000002,0.8547008547008547,1.0,0.9216589861751152,0.999999999999,0.16999999999983,0.8299999999991701
0.5600000000000002,0.8620689655172413,1.0,0.9259259259259259,0.999999999999,0.15999999999984,0.8399999999991601
0.5650000000000002,0.8695652173913043,1.0,0.9302325581395349,0.999999999999,0.14999999999985,0.84999999999915
0.5700000000000002,0.9009009009009009,1.0,0.9478672985781991,0.999999999999,0.10999999999988999,0.8899999999991101
0.5750000000000002,0.9009009009009009,1.0,0.9478672985781991,0.999999999999,0.10999999999988999,0.8899999999991101
0.5800000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.5850000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.5900000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.5950000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.6000000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.6050000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.6100000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.6150000000000001,0.9090909090909091,1.0,0.9523809523809523,0.999999999999,0.0999999999999,0.8999999999991
0.6200000000000001,0.9174311926605505,1.0,0.9569377990430622,0.999999999999,0.08999999999991,0.90999999999909
0.6250000000000001,0.9174311926605505,1.0,0.9569377990430622,0.999999999999,0.08999999999991,0.90999999999909
0.6300000000000001,0.9174311926605505,1.0,0.9569377990430622,0.999999999999,0.08999999999991,0.90999999999909
0.6350000000000001,0.9174311926605505,1.0,0.9569377990430622,0.999999999999,0.08999999999991,0.90999999999909
0.6400000000000001,0.9174311926605505,1.0,0.9569377990430622,0.999999999999,0.08999999999991,0.90999999999909
0.6450000000000001,0.9259259259259259,1.0,0.9615384615384616,0.999999999999,0.07999999999992,0.91999999999908
0.6500000000000001,0.9259259259259259,1.0,0.9615384615384616,0.999999999999,0.07999999999992,0.91999999999908
0.6550000000000001,0.9523809523809523,1.0,0.975609756097561,0.999999999999,0.04999999999995,0.94999999999905
0.6600000000000001,0.9523809523809523,1.0,0.975609756097561,0.999999999999,0.04999999999995,0.94999999999905
0.6650000000000001,0.970873786407767,1.0,0.9852216748768473,0.999999999999,0.02999999999997,0.96999999999903
0.6700000000000002,0.970873786407767,1.0,0.9852216748768473,0.999999999999,0.02999999999997,0.96999999999903
0.6750000000000002,0.9803921568627451,1.0,0.9900990099009901,0.999999999999,0.01999999999998,0.97999999999902
0.6800000000000002,0.9803921568627451,1.0,0.9900990099009901,0.999999999999,0.01999999999998,0.97999999999902
0.6850000000000002,0.9803921568627451,1.0,0.9900990099009901,0.999999999999,0.01999999999998,0.97999999999902
0.6900000000000002,0.9803921568627451,1.0,0.9900990099009901,0.999999999999,0.01999999999998,0.97999999999902
0.6950000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7000000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7050000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7100000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7150000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7200000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7250000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7300000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7350000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7400000000000002,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7450000000000001,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7500000000000001,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7550000000000001,1.0,1.0,1.0,0.999999999999,0.0,0.999999999999
0.7600000000000001,1.0,0.99,0.9949748743718593,0.98999999999901,0.0,0.98999999999901
0.7650000000000001,1.0,0.99,0.9949748743718593,0.98999999999901,0.0,0.98999999999901
0.7700000000000001,1.0,0.99,0.9949748743718593,0.98999999999901,0.0,0.98999999999901
0.7750000000000001,1.0,0.99,0.9949748743718593,0.98999999999901,0.0,0.98999999999901
0.7800000000000001,1.0,0.99,0.9949748743718593,0.98999999999901,0.0,0.98999999999901
0.7850000000000001,1.0,0.99,0.9949748743718593,0.98999999999901,0.0,0.98999999999901
0.7900000000000001,1.0,0.98,0.98989898989899,0.97999999999902,0.0,0.97999999999902
0.7950000000000002,1.0,0.98,0.98989898989899,0.97999999999902,0.0,0.97999999999902
